candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
New.CleanUp.ReferenceOTU1559 1-D4_S40_L001_R1_001_3170508	439		174974	90.70	439
New.CleanUp.ReferenceOTU15590 1-B2_S14_L001_R1_001_3151021	440		851865	90.00	440
New.CleanUp.ReferenceOTU15601 1-C9_S33_L001_R1_001_2629293	440		192701	90.00	440
New.CleanUp.ReferenceOTU15604 2-E12_S156_L001_R1_001_3793868	443		851865	93.90	443
New.CleanUp.ReferenceOTU15605 2-F4_S160_L001_R1_001_2793160	443		303571	87.60	443
New.CleanUp.ReferenceOTU15608 1-C9_S33_L001_R1_001_2632990	466		215040	86.30	466
New.CleanUp.ReferenceOTU15609 1-F4_S64_L001_R1_001_3938981	466		325539	85.60	466
New.CleanUp.ReferenceOTU1561 1-E12_S60_L001_R1_001_2175680	460		851822	86.10	460
New.CleanUp.ReferenceOTU15610 2-C12_S132_L001_R1_001_4158502	460		183870	96.30	460
New.CleanUp.ReferenceOTU15611 2-G1_S169_L001_R1_001_4576334	366	No search results.
New.CleanUp.ReferenceOTU15614 1-E7_S55_L001_R1_001_759836	460		183870	91.50	460
New.CleanUp.ReferenceOTU15617 2-H9_S189_L001_R1_001_3279968	442		3027156	93.90	442
New.CleanUp.ReferenceOTU15618 1-A1_S1_L001_R1_001_2461245	460		4388133	88.90	460
New.CleanUp.ReferenceOTU1562 2-C1_S121_L001_R1_001_783558	460		197460	85.40	460
New.CleanUp.ReferenceOTU15620 2-H2_S182_L001_R1_001_94191	460		851822	89.60	460
New.CleanUp.ReferenceOTU15622 2-B3_S111_L001_R1_001_4752714	460		551008	93.50	460
New.CleanUp.ReferenceOTU15624 2-D8_S140_L001_R1_001_3117028	460		194286	91.30	460
New.CleanUp.ReferenceOTU15626 2-A1_S97_L001_R1_001_1189352	459		183870	89.50	459
New.CleanUp.ReferenceOTU15627 1-E1_S49_L001_R1_001_3932212	440		184661	93.00	440
New.CleanUp.ReferenceOTU15629 1-A10_S10_L001_R1_001_2970091	460		183870	84.10	460
New.CleanUp.ReferenceOTU15630 2-H9_S189_L001_R1_001_3283182	465		235800	90.10	465
New.CleanUp.ReferenceOTU15632 2-A10_S106_L001_R1_001_4478991	443		529442	85.80	443
New.CleanUp.ReferenceOTU15633 1-B7_S19_L001_R1_001_3406411	440		311952	93.40	440
New.CleanUp.ReferenceOTU15634 2-F4_S160_L001_R1_001_2792148	595	No search results.
New.CleanUp.ReferenceOTU15638 2-H5_S185_L001_R1_001_1773465	465		641927	88.20	465
New.CleanUp.ReferenceOTU15639 2-E10_S154_L001_R1_001_3453577	460		183870	92.00	460
New.CleanUp.ReferenceOTU1564 1-A1_S1_L001_R1_001_2478015	440		183107	96.60	440
New.CleanUp.ReferenceOTU15640 1-G12_S84_L001_R1_001_2738711	441		2901960	90.50	441
New.CleanUp.ReferenceOTU15644 2-G9_S177_L001_R1_001_1329637	464		290285	83.40	464
New.CleanUp.ReferenceOTU1565 1-F2_S62_L001_R1_001_2999757	466		289174	88.60	466
New.CleanUp.ReferenceOTU15651 1-G4_S76_L001_R1_001_1528857	443		337993	95.70	443
New.CleanUp.ReferenceOTU15652 1-A1_S1_L001_R1_001_2468191	595	No search results.
New.CleanUp.ReferenceOTU15654 2-G3_S171_L001_R1_001_1969590	448		4456252	86.60	448
New.CleanUp.ReferenceOTU15657 1-C9_S33_L001_R1_001_2616455	440		274392	90.90	440
New.CleanUp.ReferenceOTU1566 2-E1_S145_L001_R1_001_844310	443		290018	91.90	443
New.CleanUp.ReferenceOTU15660 1-E11_S59_L001_R1_001_1391283	465		289174	82.40	465
New.CleanUp.ReferenceOTU15662 1-B7_S19_L001_R1_001_3407450	440		197393	89.80	440
New.CleanUp.ReferenceOTU15663 1-B3_S15_L001_R1_001_1255504	460		4348122	92.00	460
New.CleanUp.ReferenceOTU15668 2-B4_S112_L001_R1_001_1679783	442		364903	86.20	442
New.CleanUp.ReferenceOTU15669 1-C1_S25_L001_R1_001_2290360	443		301630	92.60	443
New.CleanUp.ReferenceOTU15671 1-F10_S70_L001_R1_001_4430445	440		193666	95.50	440
New.CleanUp.ReferenceOTU15673 2-B4_S112_L001_R1_001_1679075	459		4348122	90.80	459
New.CleanUp.ReferenceOTU15674 1-E5_S53_L001_R1_001_1743040	186	No search results.
New.CleanUp.ReferenceOTU15678 2-D7_S139_L001_R1_001_4507361	460		552779	88.50	460
New.CleanUp.ReferenceOTU1568 2-C12_S132_L001_R1_001_4145490	440		311952	91.80	440
New.CleanUp.ReferenceOTU15680 2-B10_S118_L001_R1_001_2824146	441		293471	91.80	441
New.CleanUp.ReferenceOTU15682 1-G9_S81_L001_R1_001_1805153	439		4289859	95.00	439
New.CleanUp.ReferenceOTU15683 2-G5_S173_L001_R1_001_2350338	441		4426850	89.80	441
New.CleanUp.ReferenceOTU15687 1-C2_S26_L001_R1_001_4303845	440		192701	89.10	440
New.CleanUp.ReferenceOTU15688 1-A10_S10_L001_R1_001_2979036	443		179663	95.70	443
New.CleanUp.ReferenceOTU15689 1-G9_S81_L001_R1_001_1808478	595	No search results.
New.CleanUp.ReferenceOTU1569 2-C3_S123_L001_R1_001_2317517	459		303326	87.80	459
New.CleanUp.ReferenceOTU15691 1-D2_S38_L001_R1_001_3584568	459		183870	88.70	459
New.CleanUp.ReferenceOTU15694 1-B8_S20_L001_R1_001_362437	460		551008	92.00	460
New.CleanUp.ReferenceOTU15698 2-A7_S103_L001_R1_001_319699	441		181121	90.20	441
New.CleanUp.ReferenceOTU1570 1-C12_S36_L001_R1_001_4018495	460		183870	93.70	460
New.CleanUp.ReferenceOTU15704 2-B12_S120_L001_R1_001_136525	460		183870	86.70	460
New.CleanUp.ReferenceOTU15706 2-G9_S177_L001_R1_001_1324632	440		293471	93.40	440
New.CleanUp.ReferenceOTU15707 1-G11_S83_L001_R1_001_397726	440		195674	93.40	440
New.CleanUp.ReferenceOTU15708 2-E2_S146_L001_R1_001_810477	460		529442	87.60	460
New.CleanUp.ReferenceOTU15709 2-E6_S150_L001_R1_001_2014906	441		289174	87.80	441
New.CleanUp.ReferenceOTU15713 1-C10_S34_L001_R1_001_2323500	460		4348122	94.10	460
New.CleanUp.ReferenceOTU15714 1-H2_S86_L001_R1_001_3227498	460		183870	95.70	460
New.CleanUp.ReferenceOTU15715 2-C11_S131_L001_R1_001_3649144	439		294289	93.60	439
New.CleanUp.ReferenceOTU15716 2-H11_S191_L001_R1_001_3259980	441		1839271	89.80	441
New.CleanUp.ReferenceOTU15718 2-G3_S171_L001_R1_001_1990034	465		514182	88.20	465
New.CleanUp.ReferenceOTU15720 1-A2_S2_L001_R1_001_1960093	458		183870	86.50	458
New.CleanUp.ReferenceOTU15726 2-D4_S136_L001_R1_001_1076272	459		339531	84.70	459
New.CleanUp.ReferenceOTU15729 2-F3_S159_L001_R1_001_1155629	596	No search results.
New.CleanUp.ReferenceOTU15730 2-G1_S169_L001_R1_001_4541672	460		183870	93.50	460
New.CleanUp.ReferenceOTU15731 2-C12_S132_L001_R1_001_4172000	460		325539	84.10	460
New.CleanUp.ReferenceOTU15732 1-A1_S1_L001_R1_001_2486651	353	No search results.
New.CleanUp.ReferenceOTU15734 1-G7_S79_L001_R1_001_2017848	460		183870	94.10	460
New.CleanUp.ReferenceOTU15735 1-F10_S70_L001_R1_001_4429884	440		297872	94.80	440
New.CleanUp.ReferenceOTU15737 2-E10_S154_L001_R1_001_3475575	466		4413256	89.90	466
New.CleanUp.ReferenceOTU15738 2-B10_S118_L001_R1_001_2837783	440		174974	89.80	440
New.CleanUp.ReferenceOTU15739 2-C5_S125_L001_R1_001_3482000	460		183870	90.20	460
New.CleanUp.ReferenceOTU15740 1-F12_S72_L001_R1_001_1332327	465		293471	86.50	465
New.CleanUp.ReferenceOTU15741 2-E11_S155_L001_R1_001_434613	440		184661	94.30	440
New.CleanUp.ReferenceOTU15742 2-E8_S152_L001_R1_001_1914170	481	No search results.
New.CleanUp.ReferenceOTU15743 1-H4_S88_L001_R1_001_4722448	460		183870	91.70	460
New.CleanUp.ReferenceOTU15746 2-E3_S147_L001_R1_001_686568	443		529442	86.90	443
New.CleanUp.ReferenceOTU15747 2-B9_S117_L001_R1_001_877508	461		4434579	93.10	461
New.CleanUp.ReferenceOTU15749 1-B1_S13_L001_R1_001_1610111	440		216888	95.20	440
New.CleanUp.ReferenceOTU1575 1-B7_S19_L001_R1_001_3400776	466		289174	88.40	466
New.CleanUp.ReferenceOTU15750 2-E2_S146_L001_R1_001_817123	460		4360218	83.90	460
New.CleanUp.ReferenceOTU15752 1-H11_S95_L001_R1_001_1495034	466		305127	90.60	466
New.CleanUp.ReferenceOTU15754 2-B10_S118_L001_R1_001_2845860	443		303937	90.30	443
New.CleanUp.ReferenceOTU15758 2-B7_S115_L001_R1_001_991061	440		195674	93.60	440
New.CleanUp.ReferenceOTU15759 1-A4_S4_L001_R1_001_2543675	441		193666	92.70	441
New.CleanUp.ReferenceOTU15760 2-B1_S109_L001_R1_001_3880337	459		4367238	83.40	459
New.CleanUp.ReferenceOTU15766 1-E2_S50_L001_R1_001_4175741	440		364903	87.00	440
New.CleanUp.ReferenceOTU15767 1-C12_S36_L001_R1_001_4026296	465		851865	89.50	465
New.CleanUp.ReferenceOTU15770 2-G10_S178_L001_R1_001_193652	464		4295019	86.90	464
New.CleanUp.ReferenceOTU15774 1-F5_S65_L001_R1_001_82693	442		327927	92.30	442
New.CleanUp.ReferenceOTU15776 2-G10_S178_L001_R1_001_196150	460		183870	94.30	460
New.CleanUp.ReferenceOTU15779 2-H1_S181_L001_R1_001_3428806	466		552779	86.70	466
New.CleanUp.ReferenceOTU15780 2-B10_S118_L001_R1_001_2841143	460		186510	82.40	460
New.CleanUp.ReferenceOTU15781 2-G3_S171_L001_R1_001_1989158	139	No search results.
New.CleanUp.ReferenceOTU15783 2-E10_S154_L001_R1_001_3461194	460		4360218	86.30	460
New.CleanUp.ReferenceOTU15785 1-G3_S75_L001_R1_001_4681420	440		193666	92.50	440
New.CleanUp.ReferenceOTU15786 2-E7_S151_L001_R1_001_2439148	460		183870	93.50	460
New.CleanUp.ReferenceOTU15787 2-E1_S145_L001_R1_001_830123	439		197460	96.60	439
New.CleanUp.ReferenceOTU15788 1-H7_S91_L001_R1_001_4471932	459		4478993	86.10	459
New.CleanUp.ReferenceOTU15795 1-H2_S86_L001_R1_001_3214151	466		4456252	86.30	466
New.CleanUp.ReferenceOTU15797 1-G3_S75_L001_R1_001_4667247	440		183107	98.00	440
New.CleanUp.ReferenceOTU15799 2-D2_S134_L001_R1_001_584364	141	No search results.
New.CleanUp.ReferenceOTU15800 2-C4_S124_L001_R1_001_1584235	338	No search results.
New.CleanUp.ReferenceOTU15807 2-H6_S186_L001_R1_001_1141343	53	No search results.
New.CleanUp.ReferenceOTU15812 1-H7_S91_L001_R1_001_4457852	443		302431	92.80	443
New.CleanUp.ReferenceOTU15813 2-G12_S180_L001_R1_001_3826969	465		559954	85.80	465
New.CleanUp.ReferenceOTU15814 2-C1_S121_L001_R1_001_769827	439		183107	94.50	439
New.CleanUp.ReferenceOTU15815 2-B12_S120_L001_R1_001_138522	465		183870	83.90	465
New.CleanUp.ReferenceOTU15816 2-E11_S155_L001_R1_001_425515	441		289569	96.60	441
New.CleanUp.ReferenceOTU15817 2-C6_S126_L001_R1_001_3380703	460		512191	83.00	460
New.CleanUp.ReferenceOTU1582 2-B1_S109_L001_R1_001_3871142	440		193666	92.70	440
New.CleanUp.ReferenceOTU15820 2-B3_S111_L001_R1_001_4756626	464		1668820	88.10	464
New.CleanUp.ReferenceOTU15821 1-F12_S72_L001_R1_001_1345812	440		183107	92.70	440
New.CleanUp.ReferenceOTU15822 2-B4_S112_L001_R1_001_1673672	459		851822	92.20	459
New.CleanUp.ReferenceOTU15823 1-C12_S36_L001_R1_001_4006853	442		182420	91.20	442
New.CleanUp.ReferenceOTU15824 2-A7_S103_L001_R1_001_330994	373		194286	91.70	373
New.CleanUp.ReferenceOTU15825 2-C1_S121_L001_R1_001_778805	443		34789	93.20	443
New.CleanUp.ReferenceOTU15826 1-F4_S64_L001_R1_001_3938211	440		529506	95.20	440
New.CleanUp.ReferenceOTU15829 2-G11_S179_L001_R1_001_3518500	440		4348122	88.90	440
New.CleanUp.ReferenceOTU15837 1-H7_S91_L001_R1_001_4464557	460		179663	85.70	460
New.CleanUp.ReferenceOTU15838 1-C1_S25_L001_R1_001_2261193	460		179663	83.90	460
New.CleanUp.ReferenceOTU1584 2-C8_S128_L001_R1_001_514849	460		529442	88.70	460
New.CleanUp.ReferenceOTU15840 2-F12_S168_L001_R1_001_3721052	446		567229	85.90	446
New.CleanUp.ReferenceOTU15843 1-C2_S26_L001_R1_001_4300937	460		690065	84.10	460
New.CleanUp.ReferenceOTU15844 2-A7_S103_L001_R1_001_325082	440		192701	84.80	440
New.CleanUp.ReferenceOTU15845 1-D3_S39_L001_R1_001_52793	459		589920	82.60	459
New.CleanUp.ReferenceOTU15847 2-C8_S128_L001_R1_001_490618	460		183870	95.00	460
New.CleanUp.ReferenceOTU15853 1-H9_S93_L001_R1_001_931073	441		327927	94.10	441
New.CleanUp.ReferenceOTU15854 2-H8_S188_L001_R1_001_2507121	460		529442	88.70	460
New.CleanUp.ReferenceOTU15858 2-E12_S156_L001_R1_001_3812345	460		263546	85.70	460
New.CleanUp.ReferenceOTU15862 1-E1_S49_L001_R1_001_3905363	460		552779	85.20	460
New.CleanUp.ReferenceOTU15866 1-C12_S36_L001_R1_001_3992760	440		333042	86.60	440
New.CleanUp.ReferenceOTU15867 1-E12_S60_L001_R1_001_2200043	440		520632	86.10	440
New.CleanUp.ReferenceOTU15874 1-F11_S71_L001_R1_001_2066797	444		303571	83.10	444
New.CleanUp.ReferenceOTU15881 2-B7_S115_L001_R1_001_992741	465		199568	86.70	465
New.CleanUp.ReferenceOTU15884 1-G1_S73_L001_R1_001_3313329	460		552779	96.50	460
New.CleanUp.ReferenceOTU15886 2-C7_S127_L001_R1_001_937982	439		215040	88.40	439
New.CleanUp.ReferenceOTU15894 2-B12_S120_L001_R1_001_132831	440		350681	93.90	440
New.CleanUp.ReferenceOTU15900 1-C10_S34_L001_R1_001_2339063	460		183870	92.20	460
New.CleanUp.ReferenceOTU15904 1-E1_S49_L001_R1_001_3932916	440		216888	91.80	440
New.CleanUp.ReferenceOTU15905 1-C1_S25_L001_R1_001_2283207	459		194286	88.20	459
New.CleanUp.ReferenceOTU1591 1-B11_S23_L001_R1_001_3750603	440		216888	92.30	440
New.CleanUp.ReferenceOTU15910 2-F10_S166_L001_R1_001_1407735	460		197393	84.80	460
New.CleanUp.ReferenceOTU15914 2-B1_S109_L001_R1_001_3871356	440		184661	94.80	440
New.CleanUp.ReferenceOTU15916 1-F4_S64_L001_R1_001_3940937	440		3027156	91.60	440
New.CleanUp.ReferenceOTU15918 2-G3_S171_L001_R1_001_1975960	440		287907	91.40	440
New.CleanUp.ReferenceOTU15921 1-D1_S37_L001_R1_001_652701	595	No search results.
New.CleanUp.ReferenceOTU15925 1-B10_S22_L001_R1_001_1133266	464		530323	89.00	464
New.CleanUp.ReferenceOTU15927 2-B1_S109_L001_R1_001_3872565	460		183870	97.00	460
New.CleanUp.ReferenceOTU1593 2-C4_S124_L001_R1_001_1574186	443		157382	86.00	443
New.CleanUp.ReferenceOTU15930 2-H8_S188_L001_R1_001_2501405	460		851822	89.10	460
New.CleanUp.ReferenceOTU15931 2-G1_S169_L001_R1_001_4575763	460		183870	86.50	460
New.CleanUp.ReferenceOTU15933 1-D10_S46_L001_R1_001_4080387	442		294709	91.60	442
New.CleanUp.ReferenceOTU15934 2-F11_S167_L001_R1_001_25153	440		195674	94.80	440
New.CleanUp.ReferenceOTU15936 2-C3_S123_L001_R1_001_2317013	460		289174	87.20	460
New.CleanUp.ReferenceOTU15940 1-H7_S91_L001_R1_001_4463586	440		193666	95.90	440
New.CleanUp.ReferenceOTU15941 2-G9_S177_L001_R1_001_1312913	460		529442	90.70	460
New.CleanUp.ReferenceOTU15942 2-B4_S112_L001_R1_001_1696831	460		183870	87.00	460
New.CleanUp.ReferenceOTU15944 2-G11_S179_L001_R1_001_3514989	460		183870	89.10	460
New.CleanUp.ReferenceOTU15948 2-C6_S126_L001_R1_001_3381921	465		641927	87.10	465
New.CleanUp.ReferenceOTU1595 2-F10_S166_L001_R1_001_1429239	440		197460	84.50	440
New.CleanUp.ReferenceOTU15951 1-G1_S73_L001_R1_001_3307322	440		197460	91.40	440
New.CleanUp.ReferenceOTU15954 1-B5_S17_L001_R1_001_2166105	465		559954	88.60	465
New.CleanUp.ReferenceOTU15955 2-H5_S185_L001_R1_001_1775952	440		183107	95.50	440
New.CleanUp.ReferenceOTU15957 2-A9_S105_L001_R1_001_2405269	440		193666	93.00	440
New.CleanUp.ReferenceOTU15960 1-C3_S27_L001_R1_001_1111302	440		851865	94.10	440
New.CleanUp.ReferenceOTU15961 1-E11_S59_L001_R1_001_1376340	440		216888	93.00	440
New.CleanUp.ReferenceOTU15962 2-G11_S179_L001_R1_001_3521278	440		183107	90.90	440
New.CleanUp.ReferenceOTU15963 1-B9_S21_L001_R1_001_4091329	443		183870	88.70	443
New.CleanUp.ReferenceOTU15969 1-A9_S9_L001_R1_001_3893837	440		350681	93.40	440
New.CleanUp.ReferenceOTU15973 2-F3_S159_L001_R1_001_1142123	466		541079	85.20	466
New.CleanUp.ReferenceOTU15975 1-B6_S18_L001_R1_001_1371320	443		350681	95.30	443
New.CleanUp.ReferenceOTU15977 2-E4_S148_L001_R1_001_733398	465		289174	87.30	465
New.CleanUp.ReferenceOTU15978 2-D1_S133_L001_R1_001_4364367	459		309693	87.40	459
New.CleanUp.ReferenceOTU1598 1-C12_S36_L001_R1_001_4020875	459		300853	87.40	459
New.CleanUp.ReferenceOTU15981 2-B10_S118_L001_R1_001_2832459	440		851865	95.00	440
New.CleanUp.ReferenceOTU15983 2-B3_S111_L001_R1_001_4754485	460		350681	84.80	460
New.CleanUp.ReferenceOTU15986 2-F4_S160_L001_R1_001_2812240	459		179663	86.90	459
New.CleanUp.ReferenceOTU15987 2-C10_S130_L001_R1_001_2873241	447		333042	89.30	447
New.CleanUp.ReferenceOTU15988 1-E7_S55_L001_R1_001_748432	459		232888	85.40	459
New.CleanUp.ReferenceOTU15990 1-F2_S62_L001_R1_001_3023856	439		311952	90.20	439
New.CleanUp.ReferenceOTU15992 2-C4_S124_L001_R1_001_1566899	460		183870	93.30	460
New.CleanUp.ReferenceOTU15994 2-H4_S184_L001_R1_001_1839590	460		183870	92.60	460
New.CleanUp.ReferenceOTU15996 2-A4_S100_L001_R1_001_467905	460		183870	90.00	460
New.CleanUp.ReferenceOTU15999 2-G2_S170_L001_R1_001_2544964	442		4426962	91.00	442
New.CleanUp.ReferenceOTU16 1-D7_S43_L001_R1_001_3358377	443		290018	91.90	443
New.CleanUp.ReferenceOTU1600 2-H8_S188_L001_R1_001_2492366	445		183870	90.80	445
New.CleanUp.ReferenceOTU16000 1-B7_S19_L001_R1_001_3404316	439		193666	93.60	439
New.CleanUp.ReferenceOTU16002 1-F5_S65_L001_R1_001_86347	440		197460	93.90	440
New.CleanUp.ReferenceOTU16003 1-F12_S72_L001_R1_001_1334773	460		4360218	83.50	460
New.CleanUp.ReferenceOTU16006 2-G4_S172_L001_R1_001_3088456	465		529442	81.50	465
New.CleanUp.ReferenceOTU16007 1-D11_S47_L001_R1_001_2240448	464		4481801	88.60	464
New.CleanUp.ReferenceOTU16008 1-H9_S93_L001_R1_001_919095	460		197393	84.10	460
New.CleanUp.ReferenceOTU16009 2-B12_S120_L001_R1_001_144634	440		186510	94.80	440
New.CleanUp.ReferenceOTU1601 1-D7_S43_L001_R1_001_3357285	460		195674	84.80	460
New.CleanUp.ReferenceOTU16010 2-C4_S124_L001_R1_001_1574480	460		180127	83.30	460
New.CleanUp.ReferenceOTU16012 1-C10_S34_L001_R1_001_2337125	440		197460	95.70	440
New.CleanUp.ReferenceOTU16013 2-E9_S153_L001_R1_001_568640	460		529442	85.00	460
New.CleanUp.ReferenceOTU16015 1-D2_S38_L001_R1_001_3595527	442		333042	87.60	442
New.CleanUp.ReferenceOTU16018 2-F1_S157_L001_R1_001_2089920	439		183870	87.50	439
New.CleanUp.ReferenceOTU16019 2-B8_S116_L001_R1_001_548073	460		529442	89.80	460
New.CleanUp.ReferenceOTU16020 1-G4_S76_L001_R1_001_1529325	440		311952	92.50	440
New.CleanUp.ReferenceOTU16021 2-F1_S157_L001_R1_001_2104616	443		4456252	86.70	443
New.CleanUp.ReferenceOTU16022 1-D4_S40_L001_R1_001_3181017	441		851865	93.70	441
New.CleanUp.ReferenceOTU16025 1-E4_S52_L001_R1_001_3192317	465		347529	92.00	465
New.CleanUp.ReferenceOTU16027 2-G1_S169_L001_R1_001_4579903	460		183870	91.70	460
New.CleanUp.ReferenceOTU16029 2-C6_S126_L001_R1_001_3378753	466		529506	84.30	466
New.CleanUp.ReferenceOTU1603 2-B2_S110_L001_R1_001_446169	460		197460	83.50	460
New.CleanUp.ReferenceOTU16030 1-H1_S85_L001_R1_001_2714136	460		183870	86.30	460
New.CleanUp.ReferenceOTU16031 2-E11_S155_L001_R1_001_424675	465		4348122	87.10	465
New.CleanUp.ReferenceOTU16034 2-E4_S148_L001_R1_001_727573	442		183107	90.00	442
New.CleanUp.ReferenceOTU16037 1-G4_S76_L001_R1_001_1535493	465		559954	94.20	465
New.CleanUp.ReferenceOTU1604 2-E7_S151_L001_R1_001_2427062	440		851865	90.70	440
New.CleanUp.ReferenceOTU16040 1-E8_S56_L001_R1_001_907455	460		194286	92.20	460
New.CleanUp.ReferenceOTU16041 1-B12_S24_L001_R1_001_2144264	443		197393	91.00	443
New.CleanUp.ReferenceOTU16043 2-A10_S106_L001_R1_001_4485540	440		294709	95.20	440
New.CleanUp.ReferenceOTU16044 2-B12_S120_L001_R1_001_131923	440		183107	95.70	440
New.CleanUp.ReferenceOTU16047 1-H11_S95_L001_R1_001_1505567	443		330451	92.30	443
New.CleanUp.ReferenceOTU1605 1-C7_S31_L001_R1_001_4128715	440		193666	95.00	440
New.CleanUp.ReferenceOTU16050 2-E3_S147_L001_R1_001_674172	82	No search results.
New.CleanUp.ReferenceOTU16054 2-B12_S120_L001_R1_001_146773	443		190084	91.90	443
New.CleanUp.ReferenceOTU16055 2-F7_S163_L001_R1_001_2930079	440		851865	91.10	440
New.CleanUp.ReferenceOTU16058 2-F5_S161_L001_R1_001_3971115	460		183870	95.40	460
New.CleanUp.ReferenceOTU16059 2-A10_S106_L001_R1_001_4481255	465		347529	92.00	465
New.CleanUp.ReferenceOTU16062 2-B3_S111_L001_R1_001_4767394	466		215040	85.00	466
New.CleanUp.ReferenceOTU16063 2-F12_S168_L001_R1_001_3706184	440		311952	91.80	440
New.CleanUp.ReferenceOTU16066 2-B9_S117_L001_R1_001_877338	459		183870	93.50	459
New.CleanUp.ReferenceOTU1607 1-C7_S31_L001_R1_001_4129729	460		183870	92.80	460
New.CleanUp.ReferenceOTU16073 2-B8_S116_L001_R1_001_530157	460		183870	88.50	460
New.CleanUp.ReferenceOTU16074 1-G3_S75_L001_R1_001_4684856	440		851865	96.60	440
New.CleanUp.ReferenceOTU16076 2-G10_S178_L001_R1_001_191252	460		851822	88.50	460
New.CleanUp.ReferenceOTU16077 2-G10_S178_L001_R1_001_205388	460		194286	92.20	460
New.CleanUp.ReferenceOTU16078 2-C10_S130_L001_R1_001_2888749	440		294709	94.30	440
New.CleanUp.ReferenceOTU16079 1-A1_S1_L001_R1_001_2478647	460		183870	93.00	460
New.CleanUp.ReferenceOTU1608 1-E12_S60_L001_R1_001_2184907	460		516290	92.20	460
New.CleanUp.ReferenceOTU16081 1-F10_S70_L001_R1_001_4439939	442		325539	90.50	442
New.CleanUp.ReferenceOTU16084 2-F8_S164_L001_R1_001_1727539	460		347529	90.90	460
New.CleanUp.ReferenceOTU16085 1-A1_S1_L001_R1_001_2458254	460		529442	89.60	460
New.CleanUp.ReferenceOTU16086 1-E3_S51_L001_R1_001_1825130	443		301630	92.60	443
New.CleanUp.ReferenceOTU16087 2-C6_S126_L001_R1_001_3376618	440		216888	91.40	440
New.CleanUp.ReferenceOTU16090 2-E6_S150_L001_R1_001_1992686	460		527437	81.70	460
New.CleanUp.ReferenceOTU16091 2-E1_S145_L001_R1_001_837910	441		183107	90.20	441
New.CleanUp.ReferenceOTU16093 1-D4_S40_L001_R1_001_3183945	460		183870	85.20	460
New.CleanUp.ReferenceOTU16096 1-E3_S51_L001_R1_001_1828432	440		851865	93.40	440
New.CleanUp.ReferenceOTU16098 1-D3_S39_L001_R1_001_47020	333	No search results.
New.CleanUp.ReferenceOTU1610 2-H9_S189_L001_R1_001_3295711	466		339531	84.50	466
New.CleanUp.ReferenceOTU16100 2-E4_S148_L001_R1_001_742662	440		851865	96.40	440
New.CleanUp.ReferenceOTU16101 1-A2_S2_L001_R1_001_1948809	466		4348122	84.80	466
New.CleanUp.ReferenceOTU16106 1-C6_S30_L001_R1_001_3129564	459		300853	89.50	459
New.CleanUp.ReferenceOTU16107 1-B8_S20_L001_R1_001_349607	440		197460	95.00	440
New.CleanUp.ReferenceOTU16109 2-F1_S157_L001_R1_001_2111061	459		4456252	85.00	459
New.CleanUp.ReferenceOTU16110 1-D1_S37_L001_R1_001_666287	465		215040	89.20	465
New.CleanUp.ReferenceOTU16116 1-E8_S56_L001_R1_001_909148	460		339531	85.40	460
New.CleanUp.ReferenceOTU16118 1-E12_S60_L001_R1_001_2181905	439		311952	89.70	439
New.CleanUp.ReferenceOTU1612 2-F10_S166_L001_R1_001_1398144	440		183107	95.00	440
New.CleanUp.ReferenceOTU16123 2-B11_S119_L001_R1_001_4222146	440		261016	89.50	440
New.CleanUp.ReferenceOTU16124 2-F3_S159_L001_R1_001_1148659	443		263546	95.30	443
New.CleanUp.ReferenceOTU1613 2-E1_S145_L001_R1_001_857403	441		341823	86.40	441
New.CleanUp.ReferenceOTU16130 1-F1_S61_L001_R1_001_1461808	440		760848	88.60	440
New.CleanUp.ReferenceOTU16131 2-C6_S126_L001_R1_001_3386715	465		559954	91.40	465
New.CleanUp.ReferenceOTU16133 1-F12_S72_L001_R1_001_1336216	466		215040	87.80	466
New.CleanUp.ReferenceOTU16135 2-A3_S99_L001_R1_001_2772472	459		851822	89.50	459
New.CleanUp.ReferenceOTU16147 2-A8_S104_L001_R1_001_2950787	460		183870	95.00	460
New.CleanUp.ReferenceOTU1615 2-A10_S106_L001_R1_001_4484370	460		194286	91.50	460
New.CleanUp.ReferenceOTU16150 1-E9_S57_L001_R1_001_1870669	460		551008	87.20	460
New.CleanUp.ReferenceOTU16151 1-C1_S25_L001_R1_001_2258896	440		184661	93.90	440
New.CleanUp.ReferenceOTU16153 1-F2_S62_L001_R1_001_2992686	440		190251	90.70	440
New.CleanUp.ReferenceOTU16154 2-B4_S112_L001_R1_001_1691404	442		347529	91.60	442
New.CleanUp.ReferenceOTU16155 2-H5_S185_L001_R1_001_1792237	443		4426850	92.60	443
New.CleanUp.ReferenceOTU16159 1-F1_S61_L001_R1_001_1478219	460		194286	86.30	460
New.CleanUp.ReferenceOTU1616 1-F1_S61_L001_R1_001_1462327	449		215040	88.20	449
New.CleanUp.ReferenceOTU16166 2-C4_S124_L001_R1_001_1581557	447		183870	86.80	447
New.CleanUp.ReferenceOTU1617 2-A8_S104_L001_R1_001_2942865	460		183870	90.40	460
New.CleanUp.ReferenceOTU16170 2-C2_S122_L001_R1_001_4044697	459		196131	86.10	459
New.CleanUp.ReferenceOTU16175 1-F10_S70_L001_R1_001_4417795	440		294709	87.30	440
